,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,is_inc_v,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,revol_bal,revol_util,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,policy_code,not_compliant,status,inactive_loans,bad_loans,emp_length_num,grade_num,sub_grade_num,delinq_2yrs_zero,pub_rec_zero,collections_12_mths_zero,short_emp,payment_inc_ratio,final_d,last_delinq_none,last_record_none,last_major_derog_none,emp_title,emp_length,home_ownership,annual_inc,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,total_acc,mths_since_last_major_derog
10,74014,73890,6450,6450,0, 36 months,11.22,211.85,C,C4,Not Verified,20070601T000000,Does not meet the credit policy.  Status:Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=74014,"I would like to pay off my credit card balances currently of $12,000. I\'m paying an interest of 12% and would like to save by paying less interest. Thanks!",other,Credit Card Payments,0,56.1769,f,0,0,7798.6,0.0,6450.0,1228.6,120.0,0.0,0.0,20100701T000000,167.78,20100701T000000,20100601T000000,,1,1,Fully Paid,1,0,3,4,0.8,,,,0,7.944369999999999,20100601T000000,1,1,1,Apto Solutions,2 years,RENT,32000.0,303xx,GA,10.0,,,,,,,,,
11,74323,74301,6500,6500,0, 36 months,9.64,208.66,B,B4,Not Verified,20070601T000000,Does not meet the credit policy.  Status:Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=74323,"I\'m in the military and before I came in I racked up a large credit card debt. With all the different payments to keep track of and extra charges it is really hard to get out from under them. With just one payment a month it would make my life easier, so I can concentrate on my job.",other,One-Debt Loan,0,56.1769,f,0,0,7193.05,0.0,1791.32,503.81,0.0,4897.92,1714.27,20080501T000000,208.65,20081201T000000,20090101T000000,,1,1,Charged Off,1,1,1,5,0.8,,,,1,12.5196,20100601T000000,1,1,1,Air Force,< 1 year,RENT,20000.0,064xx,CT,10.0,,,,,,,,,
12,74505,74469,2000,2000,225, 36 months,9.96,64.5,B,B5,Not Verified,20070601T000000,Does not meet the credit policy.  Status:Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=74505,I just need enough money to make it until the fall.,other,Summer stuff,0,56.1769,f,0,0,2322.36,261.25,2000.0,322.36,0.0,0.0,0.0,20100701T000000,0.84,20100801T000000,20100701T000000,,1,1,Fully Paid,1,0,1,5,1.0,,,,1,12.9,20100601T000000,1,1,1,,< 1 year,RENT,6000.0,325xx,FL,10.0,,,,,,,,,
13,76597,76583,5000,5000,1775, 36 months,9.01,159.03,B,B2,Not Verified,20070701T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=76597,downpayment on a Pony!,other,..and a Pony,14354,36.6,f,0,0,5724.82,2032.29,5000.0,724.82,0.0,0.0,0.0,20100701T000000,160.61,,20100701T000000,,1,0,Fully Paid,1,0,2,5,0.4,0.0,1.0,,0,0.7633439999999999,20100701T000000,0,1,1,Ping Interactive,1 year,MORTGAGE,250000.0,100xx,NY,10.0,2.0,20030401T000000,0.0,5.0,,5.0,0.0,7.0,
14,76629,76623,1275,1275,0, 36 months,12.49,42.65,D,D3,Not Verified,20070601T000000,Does not meet the credit policy.  Status:Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=76629,,other,Credit card debt,0,56.1769,f,0,0,1341.96,0.0,340.5,128.57,0.0,872.89,305.51,20080501T000000,42.65,20081201T000000,20090101T000000,,1,1,Charged Off,1,1,2,3,0.6,,,,0,1.2795,20100601T000000,1,1,1,Infinitely law group,1 year,RENT,40000.0,021xx,MA,10.0,,,,,,,,,
15,77757,70626,3000,3000,0, 36 months,9.33,95.86,B,B3,Not Verified,20070601T000000,Does not meet the credit policy.  Status:Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=77757,For home improvement,other,Home improvement,0,56.1769,f,0,0,3450.79,0.0,3000.0,450.79,0.0,0.0,0.0,20100601T000000,96.77,20100701T000000,20070501T000000,,1,1,Fully Paid,1,0,1,5,0.6,,,,1,5.7516,20100601T000000,1,1,1,,< 1 year,OWN,20000.0,024xx,MA,10.0,,,,,,,,,
16,77792,77764,3000,3000,125, 36 months,9.01,95.42,B,B2,Not Verified,20070601T000000,Does not meet the credit policy.  Status:Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=77792,To pay off credit card and rent for the summer since I graduate at the end of the July.,other,Dep4774,0,56.1769,f,0,0,3434.97,143.11,3000.0,434.97,0.0,0.0,0.0,20100701T000000,95.66,20100701T000000,20100601T000000,,1,1,Fully Paid,1,0,1,5,0.4,,,,1,3.2715400000000003,20100601T000000,1,1,1,Tanks Tavern,< 1 year,RENT,35000.0,665xx,KS,10.0,,,,,,,,,
17,79893,79878,6700,6700,6700, 36 months,7.75,209.18,A,A3,Not Verified,20070701T000000,Does not meet the credit policy.  Status:Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=79893,"I am moving to Florida and would like to borrow $6,700 to cover for expenses and security deposit.",other,Moving expenses and security deposit,0,56.1769,f,0,0,7530.42,7530.42,6700.0,830.42,0.0,0.0,0.0,20100701T000000,209.89,20100801T000000,20070501T000000,,1,1,Fully Paid,1,0,1,6,0.6,,,,1,,20100701T000000,1,1,1,,< 1 year,OTHER,,100xx,NY,1.0,,,,,,,,,
18,79924,79906,7000,7000,3450, 36 months,7.75,218.55,A,A3,Not Verified,20070801T000000,Does not meet the credit policy.  Status:Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=79924,"I am borrowing $7,000 for tuition and other expenses. Thank you for helping!",other,Education,0,56.1769,f,0,0,7867.53,3877.59,7000.0,867.53,0.0,0.0,0.0,20100801T000000,220.03,20100901T000000,20070501T000000,,1,1,Fully Paid,1,0,1,6,0.6,,,,1,,20100801T000000,1,1,1,,< 1 year,OTHER,,100xx,NY,1.0,,,,,,,,,
19,79967,79912,5000,5000,3025, 36 months,7.43,155.38,A,A2,Not Verified,20070801T000000,Does not meet the credit policy.  Status:Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=79967,I will be relocating to Boston next month and am interested in financing my travel and moving expenses with a 3-year loan.,other,Moving expenses,0,56.1769,f,0,0,5593.46,3384.01,5000.0,593.46,0.0,0.0,0.0,20100801T000000,157.31,20100901T000000,20070501T000000,,1,1,Fully Paid,1,0,1,6,0.4,,,,1,,20100801T000000,1,1,1,,< 1 year,OTHER,,100xx,NY,1.0,,,,,,,,,
20,81085,80973,10500,10500,275, 36 months,11.22,344.87,C,C4,Not Verified,20070601T000000,Does not meet the credit policy.  Status:Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=81085,Replace my existing roof.,other,roof,0,56.1769,f,0,0,11219.8,293.85,10500.0,719.8,0.0,0.0,0.0,20080801T000000,0.0,20080801T000000,20070601T000000,,1,1,Fully Paid,1,0,4,4,0.8,,,,0,6.8974,20100601T000000,1,1,1,Town of Plainville,3 years,RENT,60000.0,061xx,CT,19.5,,,,,,,,,
21,83185,83132,1000,1000,625, 36 months,7.12,30.94,A,A1,Not Verified,20070601T000000,Does not meet the credit policy.  Status:Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=83185,I have a couple of credit cards and I am trying to borrow at lower overall rates.,other,Lowering My Interest Costs,0,56.1769,f,0,0,1113.35,695.85,1000.0,113.35,0.0,0.0,0.0,20100601T000000,32.93,20100701T000000,20140401T000000,,1,1,Fully Paid,1,0,7,6,0.2,,,,0,0.74256,20100601T000000,1,1,1,Mana Products,6 years,RENT,50000.0,100xx,NY,1.1,,,,,,,,,
22,83489,83471,2600,2600,575, 36 months,8.38,81.94,A,A5,Not Verified,20070601T000000,Does not meet the credit policy.  Status:Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=83489,I would like to refinance my credit card debt to recieve a better rate on the money I owe.,other,Credit card refinancing,0,56.1769,f,0,0,2342.01,517.27,1962.69,329.05,21.64,28.63,0.34,20100301T000000,21.75,20100301T000000,20100301T000000,,1,1,Charged Off,1,1,4,6,1.0,,,,0,15.1274,20100601T000000,1,1,1,College Pro Painters,3 years,MORTGAGE,6500.0,806xx,CO,6.46,,,,,,,,,
23,83979,83974,3000,3000,250, 36 months,7.43,93.23,A,A2,Not Verified,20070601T000000,Does not meet the credit policy.  Status:Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=83979,Need to relocate this money will help before I start my new job,other,Moving Expenses  for relocation,0,56.1769,f,0,0,3120.26,260.02,3000.0,120.26,0.0,0.0,0.0,20080101T000000,0.0,20080101T000000,20070601T000000,,1,1,Fully Paid,1,0,2,6,0.4,,,,0,1.39845,20100601T000000,1,1,1,NC,1 year,MORTGAGE,80000.0,070xx,NJ,0.39,,,,,,,,,
24,84098,84091,2500,2500,225, 36 months,7.43,77.69,A,A2,Not Verified,20070601T000000,Does not meet the credit policy.  Status:Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=84098,loan to cover summer travel,other,vacation loan,0,56.1769,f,0,0,2600.23,234.02,2500.0,100.23,0.0,0.0,0.0,20080101T000000,0.0,20080101T000000,20070601T000000,,1,1,Fully Paid,1,0,10,6,0.4,,,,0,1.3993200000000001,20100601T000000,1,1,1,U.S. Bank,9 years,MORTGAGE,66624.0,452xx,OH,10.36,,,,,,,,,
25,84670,79576,5000,5000,300, 36 months,7.75,156.11,A,A3,Not Verified,20070601T000000,Does not meet the credit policy.  Status:Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=84670,I want to follow my dream of photographing the wonderful underwater sights of Komodo and Sulawesi.,other,Indonesia Underwater Photography,0,56.1769,f,0,0,5565.65,333.94,5000.0,565.65,0.0,0.0,0.0,20090801T000000,1663.91,20090901T000000,20090801T000000,,1,1,Fully Paid,1,0,11,6,0.6,,,,0,0.62444,20100601T000000,1,1,1,Diamond Management and Technology Consultants,10+ years,MORTGAGE,300000.0,701xx,LA,5.38,,,,,,,,,
26,84918,84914,5000,5000,2025, 36 months,7.43,155.38,A,A2,Not Verified,20070901T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=84918,I\'d like to pay off a car loan.,other,car,1576,5.7,f,0,0,5200.44,2106.17,5000.0,200.44,0.0,0.0,0.0,20080401T000000,4268.52,,20070601T000000,,1,0,Fully Paid,1,0,11,6,0.4,1.0,1.0,,0,2.86855,20100901T000000,1,1,1,Revere Public Schools,10+ years,MORTGAGE,65000.0,024xx,MA,0.28,0.0,19941201T000000,1.0,,,12.0,0.0,21.0,
27,85675,85667,1000,1000,625, 36 months,14.07,34.21,E,E3,Not Verified,20070601T000000,Does not meet the credit policy.  Status:Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=85675,I have been working hard over the last few years to pay down my credit card debt.  Just need a little more help getting rid of a few high interest cards.,other,Paying down high interest credit cards,0,56.1769,f,0,0,1231.38,769.59,1000.0,231.38,0.0,0.0,0.0,20100601T000000,35.27,20100701T000000,20100601T000000,,1,1,Fully Paid,1,0,11,2,0.6,,,,0,1.64208,20100601T000000,1,1,1,Macy\'s,10+ years,RENT,25000.0,080xx,NJ,16.27,,,,,,,,,
28,85781,85727,1400,1400,475, 36 months,10.91,45.78,C,C3,Not Verified,20070601T000000,Does not meet the credit policy.  Status:Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=85781,"I\'m starting full-time work as a programmer with Stanford University in a few weeks, but I need to move  before my first paycheck. Most of the money will go to the deposit and first month\'s rent on an apartment.",other,Starting a new job in a new city,0,56.1769,f,0,0,1663.04,564.18,1400.0,248.05,14.9944,0.0,0.0,20100701T000000,1.78,20100801T000000,20140901T000000,,1,1,Fully Paid,1,0,1,4,0.6,,,,1,1.3734,20100601T000000,1,1,1,"Stanford University Libraries, LOCKSS Project",< 1 year,RENT,40000.0,652xx,MO,8.61,,,,,,,,,
29,85818,85802,5000,5000,375, 36 months,11.22,164.23,C,C4,Not Verified,20070601T000000,Does not meet the credit policy.  Status:Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=85818,Getting my credit card debt paid off without having to worry about the high interest rate I am currently paying.,other,Credit Card,0,56.1769,f,0,0,5858.35,439.33,5000.0,828.36,29.9948,0.0,0.0,20100401T000000,149.43,20100401T000000,20100401T000000,,1,1,Fully Paid,1,0,1,4,0.8,,,,1,7.03843,20100601T000000,1,1,1,Compensation Solutions,< 1 year,RENT,28000.0,078xx,NJ,3.51,,,,,,,,,
30,85961,85923,1200,1200,500, 36 months,9.01,38.17,B,B2,Not Verified,20070601T000000,Does not meet the credit policy.  Status:Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=85961,I am one month away from starting my new job in Austin.  I recently graduated from the University of Texas at Austin\'s McCombs School of Business with a degree in Marketing.  I am an account manager with Class-ic Components.  I need a bridge loan until mid-July when I begin work.,other,College Debt Consolidation,0,56.1769,f,0,0,1373.88,572.45,1200.0,173.88,0.0,0.0,0.0,20100701T000000,39.05,20100701T000000,20150201T000000,,1,1,Fully Paid,1,0,1,5,0.4,,,,1,1.27233,20100601T000000,1,1,1,Classic Components,< 1 year,RENT,36000.0,787xx,TX,3.27,,,,,,,,,
31,87023,86999,7500,7500,800, 36 months,13.75,255.43,E,E2,Not Verified,20070601T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=87023,"I plan to consolidate over $7,000 of debt: a combination of credit cards and student loans.",debt_consolidation,Consolidation Loan,4175,51.5,f,0,0,9194.98,980.65,7500.0,1694.98,0.0,0.0,0.0,20100601T000000,256.59,,20100601T000000,,1,0,Fully Paid,1,0,1,2,0.4,0.0,1.0,,1,13.9325,20100601T000000,0,0,1,Evergreen Center,< 1 year,OWN,22000.0,027xx,MA,14.29,1.0,20031001T000000,0.0,11.0,0.0,7.0,0.0,8.0,
32,88046,88023,4400,4400,1400, 36 months,9.64,141.25,B,B4,Not Verified,20070601T000000,Does not meet the credit policy.  Status:Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=88046,,debt_consolidation,VISA,3493,63.5,f,0,0,5084.47,1617.7,4400.0,684.47,0.0,0.0,0.0,20100601T000000,143.28,20100701T000000,20150201T000000,,1,1,Fully Paid,1,0,3,5,0.8,1.0,1.0,,0,5.65,20100601T000000,0,0,1,Brick Township board of education,2 years,MORTGAGE,30000.0,087xx,NJ,3.72,0.0,20040701T000000,0.0,0.0,0.0,4.0,0.0,5.0,
33,88637,88629,6000,6000,650, 36 months,10.59,195.28,C,C2,Not Verified,20070601T000000,Does not meet the credit policy.  Status:Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=88637,"Hi, I am a graduate student working full-time to repay credit card loans incurred for living expenses.  A $5000 loan would allow me to consolidate my debt into one fixed monthly rate.",debt_consolidation,Debt consolidation,13660,66.0,f,0,0,7029.53,761.36,6000.0,1029.53,0.0,0.0,0.0,20100601T000000,197.36,20100701T000000,20141001T000000,,1,1,Fully Paid,1,0,1,4,0.4,1.0,1.0,,1,11.7168,20100601T000000,0,0,1,Yale University,< 1 year,RENT,20000.0,065xx,CT,12.9,0.0,19960101T000000,4.0,45.0,0.0,5.0,0.0,6.0,
34,88854,70699,5000,5000,225, 36 months,7.43,155.38,A,A2,Not Verified,20070801T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=88854,,house,Buying a painting,3164,13.7,f,0,0,5174.18,232.84,5000.0,174.18,0.0,0.0,0.0,20080301T000000,0.0,,20070501T000000,,1,0,Fully Paid,1,0,5,6,0.4,1.0,1.0,,0,0.9322799999999999,20100801T000000,0,0,1,Rail Europe Group,4 years,RENT,200000.0,100xx,NY,0.28,0.0,19950301T000000,0.0,0.0,0.0,2.0,0.0,2.0,
35,89258,80039,2000,2000,1275, 36 months,7.12,61.87,A,A1,Not Verified,20070701T000000,Does not meet the credit policy.  Status:Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=89258,,debt_consolidation,Miscellanious,150786,2.2,f,0,0,2226.9,1419.64,2000.0,226.9,0.0,0.0,0.0,20100701T000000,63.59,20100701T000000,20100601T000000,,1,1,Fully Paid,1,0,8,6,0.2,1.0,1.0,,0,0.49496,20100701T000000,0,0,1,Tzigane Inc,7 years,MORTGAGE,150000.0,068xx,CT,5.6,0.0,19840301T000000,0.0,0.0,0.0,7.0,0.0,16.0,
36,90106,90090,10000,10000,350, 36 months,14.7,345.18,E,E5,Not Verified,20070701T000000,Does not meet the credit policy.  Status:Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=90106,,other,paying for medical school help,10025,85.0,f,0,0,12621.9,441.56,10000.0,2570.14,51.7701,0.0,0.0,20100801T000000,1605.65,20100901T000000,20100801T000000,,1,1,Fully Paid,1,0,2,2,1.0,0.0,1.0,,0,8.28432,20100701T000000,0,0,1,GA-PCOM,1 year,RENT,50000.0,300xx,GA,7.22,2.0,19990901T000000,0.0,1.0,0.0,14.0,0.0,20.0,
37,90376,89243,5000,5000,650, 36 months,7.43,155.38,A,A2,Not Verified,20070701T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=90376,,other,JAL Loan,85607,0.7,f,0,0,5174.16,672.64,5000.0,174.16,0.0,0.0,0.0,20080101T000000,0.0,,20070601T000000,,1,0,Fully Paid,1,0,1,6,0.4,1.0,1.0,,1,0.9322799999999999,20100701T000000,0,0,1,,< 1 year,MORTGAGE,200000.0,208xx,MD,3.72,0.0,19881101T000000,0.0,0.0,0.0,17.0,0.0,26.0,
38,90395,90390,5000,5000,1325, 36 months,8.07,156.84,A,A4,Not Verified,20070701T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=90395,,debt_consolidation,MBA Loan Consolidation,9698,19.4,f,0,0,5272.08,1397.09,5000.0,272.08,0.0,0.0,0.0,20080401T000000,0.0,,20070601T000000,,1,0,Fully Paid,1,0,1,6,0.8,1.0,1.0,,1,1.88208,20100701T000000,0,0,1,,< 1 year,MORTGAGE,100000.0,017xx,MA,2.3,0.0,19981001T000000,0.0,0.0,0.0,11.0,0.0,20.0,
39,90665,90607,8500,8500,875, 36 months,10.28,275.38,C,C1,Not Verified,20070701T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=90665,"The rate of interest and fees incurred by carrying a balance on my credit card are so outrageous at this point that continuing to pay them is patently bad financial thinking.  I wish to redirect my efforts at retiring my debt via another more-reasonable means.    I have sufficient funds to direct to this end on a monthly basis, and have simply gotten tired of their being gobbled up by interest and fees.",credit_card,Retiring credit card debt,8847,26.9,f,0,0,9912.49,1019.75,8500.0,1412.49,0.0,0.0,0.0,20100701T000000,281.94,,20100701T000000,,1,0,Fully Paid,1,0,4,4,0.2,0.0,1.0,,0,18.3587,20100701T000000,0,0,1,"Squarewave Solutions, Ltd.",3 years,RENT,18000.0,274xx,NC,6.4,1.0,19861201T000000,1.0,5.0,0.0,6.0,0.0,9.0,
40,90966,90962,5000,5000,4150, 36 months,7.43,155.38,A,A2,Not Verified,20070701T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=90966,Need short term loan to renovate the kitchen in my 25 year old house to bring it into the 21st century.,home_improvement,New kitchen,6053,19.5,f,0,0,5174.17,4294.57,5000.0,174.17,0.0,0.0,0.0,20080101T000000,4397.47,,20070601T000000,,1,0,Fully Paid,1,0,9,6,0.4,1.0,1.0,,0,1.24304,20100701T000000,0,0,1,Oracle Corporation,8 years,MORTGAGE,150000.0,303xx,GA,0.0,0.0,19871201T000000,0.0,0.0,0.0,2.0,0.0,19.0,
